Date,Order_ID,Customer_ID,City,State,Region,Category,Product,Price,Qty,Sales,Delivery_Time
02-09-2024,SO59771,CUST 26596,Bokaro,Jharkhand,East,Technology,Machines,10653,1,9588,5
02-09-2024,SO59771,CUST 26596,Durgapur,West Bengal,East,Office Supplies,Bag,878,18,14224,1
02-09-2024,SO59771,CUST 26596,Madurai,Tamil Nadu,South,Furniture,Chairs,5106,4,18382,2
02-09-2024,SO59826,CUST 23486,Guntur,Andhra Pradesh,South,Technology,Computer,11094,1,9985,1
02-09-2024,SO59826,CUST 23486,Guntur,Andhra Pradesh,South,Furniture,Chairs,5327,3,14383,1
02-09-2024,SO59814,CUST 27366,Durg,Chhattisgarh,Middle,Technology,Computer,11109,1,9998,2
02-09-2024,SO59801,CUST 14494,Mangalore,Karnataka,South,Furniture,Chairs,7502,5,33759,4
02-09-2024,SO59802,CUST 14367,Anantapur,Andhra Pradesh,South,Technology,Computer,14536,1,13082,3
02-09-2024,SO59802,CUST 14367,Agra,Uttar Pradesh,Middle,Furniture,Chairs,6197,5,27887,4
02-09-2024,SO59787,CUST 14808,Coimbatore,Tamil Nadu,South,Office Supplies,Envelopes,179,14,2255,3
02-09-2024,SO59831,CUST 11358,Indore,Madhya Pradesh,Middle,Technology,Computer,14730,1,13257,3
02-09-2024,SO59803,CUST 13085,Bokaro,Jharkhand,East,Office Supplies,Bag,338,12,3650,5
02-09-2024,SO59790,CUST 20797,Guntur,Andhra Pradesh,South,Furniture,Chairs,5202,5,23409,2
02-09-2024,SO59762,CUST 12839,New Delhi,Delhi,North,Furniture,Chairs,7783,5,35024,3
02-09-2024,SO59762,CUST 12839,Bhubaneswar,Odisha,East,Office Supplies,Bag,838,16,12067,5
02-09-2024,SO59796,CUST 11732,New Delhi,Delhi,North,Technology,Computer,12666,2,22799,3
02-09-2024,SO59816,CUST 27353,Bhilai,Chhattisgarh,Middle,Office Supplies,Envelopes,617,18,9995,5
02-09-2024,SO59793,CUST 22567,Agra,Uttar Pradesh,Middle,Office Supplies,Paper,249,14,3137,5
02-09-2024,SO59799,CUST 20462,Agra,Uttar Pradesh,Middle,Technology,Machines,12258,2,22064,2
03-09-2024,SO59799,CUST 20462,Raipur,Chhattisgarh,Middle,Furniture,Chairs,6582,5,29619,3
03-09-2024,SO59799,CUST 20462,Raipur,Chhattisgarh,Middle,Technology,Computer,13786,2,24815,3
03-09-2024,SO59782,CUST 17168,Mumbai,Maharashtra,West,Furniture,Chairs,7862,6,42455,3
03-09-2024,SO59775,CUST 21790,Faridabad,Haryana,North,Office Supplies,Paper,443,17,6778,2
03-09-2024,SO59775,CUST 21790,Guwahati,Assam,East,Furniture,Chairs,7440,4,26784,5
03-09-2024,SO59788,CUST 24540,Guwahati,Assam,East,Office Supplies,Envelopes,907,13,10612,2
03-09-2024,SO59788,CUST 24540,Guwahati,Assam,East,Furniture,Tables,7471,5,33620,3
03-09-2024,SO59805,CUST 11799,Bhubaneswar,Odisha,East,Technology,Computer,12285,2,22113,1
03-09-2024,SO59794,CUST 25569,Ajmer,Rajasthan,West,Furniture,Chairs,5736,4,20650,1
03-09-2024,SO59794,CUST 25569,Ajmer,Rajasthan,West,Furniture,Chairs,7053,6,38086,5
03-09-2024,SO59772,CUST 24687,New Delhi,Delhi,North,Technology,Computer,13293,1,11964,5
03-09-2024,SO59776,CUST 20398,Thane,Maharashtra,West,Technology,Computer,14412,1,12971,3
03-09-2024,SO59823,CUST 25410,Thane,Maharashtra,West,Office Supplies,Envelopes,304,12,3283,4
03-09-2024,SO59813,CUST 19968,Mysore,Karnataka,South,Office Supplies,Bag,151,14,1903,5
03-09-2024,SO59827,CUST 13084,Thane,Maharashtra,West,Furniture,Chairs,5265,5,23693,4
03-09-2024,SO59779,CUST 17578,Ajmer,Rajasthan,West,Furniture,Chairs,6572,4,23659,2
03-09-2024,SO59786,CUST 14835,Ajmer,Rajasthan,West,Furniture,Chairs,7547,3,20377,2
03-09-2024,SO59778,CUST 20307,New Delhi,Delhi,North,Office Supplies,Envelopes,495,16,7128,2
03-09-2024,SO59819,CUST 26521,Cuttack,Odisha,East,Furniture,Chairs,6195,3,16727,2
03-09-2024,SO59817,CUST 27355,Thiruvananthapuram,Kerala,South,Office Supplies,Envelopes,561,15,7574,5
03-09-2024,SO59817,CUST 27355,Thiruvananthapuram,Kerala,South,Office Supplies,Paper,592,11,5861,4
03-09-2024,SO59821,CUST 25411,Ranchi,Jharkhand,East,Office Supplies,Paper,746,12,8057,1
03-09-2024,SO59777,CUST 21157,Ranchi,Jharkhand,East,Office Supplies,Bag,963,16,13867,3
03-09-2024,SO59829,CUST 11243,Guwahati,Assam,East,Furniture,Chairs,6662,5,29979,1
03-09-2024,SO59763,CUST 11150,Nellore,Andhra Pradesh,South,Technology,Computer,11460,2,20628,4
03-09-2024,SO59763,CUST 11150,Patna,Bihar,East,Technology,Computer,10555,2,18999,3
03-09-2024,SO59766,CUST 27465,Patna,Bihar,East,Technology,Computer,13332,1,11999,1
03-09-2024,SO59766,CUST 27465,Patna,Bihar,East,Furniture,Chairs,6902,6,37271,1
03-09-2024,SO59770,CUST 28006,Patna,Bihar,East,Technology,Computer,10660,2,19188,4
03-09-2024,SO59783,CUST 14487,Patna,Bihar,East,Office Supplies,Envelopes,807,11,7989,4
03-09-2024,SO59815,CUST 28315,Bangalore,Karnataka,South,Office Supplies,Paper,103,17,1576,4
03-09-2024,SO59815,CUST 28315,Bangalore,Karnataka,South,Furniture,Chairs,5911,4,21280,3
03-09-2024,SO59792,CUST 24862,Jaipur,Rajasthan,West,Office Supplies,Paper,167,16,2405,3
03-09-2024,SO59822,CUST 25407,Surat,Gujarat,West,Office Supplies,Envelopes,349,15,4712,1
03-09-2024,SO59822,CUST 25407,Surat,Gujarat,West,Technology,Computer,14748,2,26546,2
03-09-2024,SO59822,CUST 25407,Surat,Gujarat,West,Furniture,Chairs,7178,6,38761,1
03-09-2024,SO59774,CUST 23387,Durg,Chhattisgarh,Middle,Office Supplies,Bag,858,15,11583,2
03-09-2024,SO59774,CUST 23387,Kochi,Kerala,South,Technology,Computer,12521,1,11269,3
03-09-2024,SO59780,CUST 12202,Durgapur,West Bengal,East,Office Supplies,Paper,409,15,5522,3
03-09-2024,SO59780,CUST 12202,Durgapur,West Bengal,East,Furniture,Chairs,7862,4,28303,1
03-09-2024,SO59797,CUST 11700,Mumbai,Maharashtra,West,Furniture,Chairs,6856,5,30852,2
03-09-2024,SO59824,CUST 25425,Chennai,Tamil Nadu,South,Furniture,Tables,6553,4,23591,3
03-09-2024,SO59883,CUST 15029,Rajkot,Gujarat,West,Office Supplies,Paper,609,11,6029,5
03-09-2024,SO59841,CUST 11073,Ajmer,Rajasthan,West,Office Supplies,Paper,949,13,11103,5
03-09-2024,SO59891,CUST 24498,Jaipur,Rajasthan,West,Technology,Computer,10543,1,9489,1
03-09-2024,SO59854,CUST 17610,Gorakhpur,Haryana,North,Technology,Computer,12187,2,21937,3
03-09-2024,SO59840,CUST 15798,Gorakhpur,Haryana,North,Technology,Computer,11677,2,21019,5
03-09-2024,SO59852,CUST 11631,Pune,Maharashtra,West,Furniture,Chairs,5594,5,25173,4
03-09-2024,SO59867,CUST 11566,Jammu,Jammu and Kashmir,North,Furniture,Chairs,6351,6,34295,5
03-09-2024,SO59867,CUST 11566,Agra,Uttar Pradesh,Middle,Furniture,Chairs,5433,4,19559,3
03-09-2024,SO59873,CUST 19708,Agra,Uttar Pradesh,Middle,Office Supplies,Paper,402,14,5065,1
03-09-2024,SO59849,CUST 20475,Bangalore,Karnataka,South,Office Supplies,Envelopes,403,18,6529,5
03-09-2024,SO59843,CUST 21830,Bangalore,Karnataka,South,Technology,Computer,13067,1,11760,2
03-09-2024,SO59861,CUST 20597,Bangalore,Karnataka,South,Office Supplies,Bag,136,14,1714,2
03-09-2024,SO59861,CUST 20597,Hyderabad,Telangana,South,Office Supplies,Bag,889,16,12802,1
03-09-2024,SO59847,CUST 23863,Hyderabad,Telangana,South,Furniture,Chairs,6701,5,30155,1
03-09-2024,SO59838,CUST 14161,Rajkot,Gujarat,West,Technology,Computer,13204,1,11884,2
03-09-2024,SO59838,CUST 14161,Rajkot,Gujarat,West,Office Supplies,Paper,132,19,2257,2
03-09-2024,SO59832,CUST 11607,Hyderabad,Telangana,South,Furniture,Chairs,5354,4,19274,1
03-09-2024,SO59896,CUST 20321,Brahmapur,Odisha,East,Technology,Machines,10631,2,19136,4
03-09-2024,SO59887,CUST 16931,Kanpur,Uttar Pradesh,Middle,Office Supplies,Envelopes,989,20,17802,5
03-09-2024,SO59887,CUST 16931,Pune,Maharashtra,West,Office Supplies,Paper,840,10,7560,1
03-09-2024,SO59894,CUST 22164,Bangalore,Karnataka,South,Furniture,Chairs,6928,4,24941,2
03-09-2024,SO59844,CUST 28345,Pune,Maharashtra,West,Furniture,Chairs,5069,3,13686,2
03-09-2024,SO59881,CUST 12449,Pune,Maharashtra,West,Office Supplies,Paper,579,19,9901,3
03-09-2024,SO59835,CUST 14163,Hyderabad,Telangana,South,Office Supplies,Paper,302,19,5164,3
03-09-2024,SO59837,CUST 12559,Kanpur,Uttar Pradesh,Middle,Technology,Machines,12545,2,22581,1
03-09-2024,SO59870,CUST 15488,Jaipur,Rajasthan,West,Furniture,Chairs,5608,4,20189,3
03-09-2024,SO59870,CUST 15488,Thane,Maharashtra,West,Office Supplies,Envelopes,398,10,3582,1
03-09-2024,SO59862,CUST 20132,Nellore,Andhra Pradesh,South,Office Supplies,Envelopes,669,18,10838,2
03-09-2024,SO59880,CUST 13433,Ajmer,Rajasthan,West,Office Supplies,Bag,150,11,1485,3
03-09-2024,SO59899,CUST 24026,Pune,Maharashtra,West,Office Supplies,Paper,807,13,9442,4
03-09-2024,SO59899,CUST 24026,Chennai,Tamil Nadu,South,Furniture,Chairs,7853,3,21203,4
03-09-2024,SO59863,CUST 20802,Nagpur,Maharashtra,West,Office Supplies,Paper,327,17,5003,1
03-09-2024,SO59876,CUST 11809,Vadodara,Gujarat,West,Technology,Computer,14197,1,12777,5
03-09-2024,SO59876,CUST 11809,Jaipur,Rajasthan,West,Office Supplies,Envelopes,460,20,8280,3
03-09-2024,SO59893,CUST 22224,Durgapur,West Bengal,East,Office Supplies,Envelopes,462,17,7069,3
03-09-2024,SO59893,CUST 22224,Mumbai,Maharashtra,West,Office Supplies,Paper,795,16,11448,4
03-09-2024,SO59893,CUST 22224,New Delhi,Delhi,North,Technology,Computer,13076,1,11768,5
03-09-2024,SO59850,CUST 13756,Madurai,Tamil Nadu,South,Office Supplies,Envelopes,407,15,5495,1
03-09-2024,SO59868,CUST 12760,Pune,Maharashtra,West,Office Supplies,Paper,279,17,4269,4
03-09-2024,SO59868,CUST 12760,Hyderabad,Telangana,South,Office Supplies,Envelopes,292,18,4730,5
03-09-2024,SO59848,CUST 11723,Surat,Gujarat,West,Furniture,Chairs,7499,3,20247,5
03-09-2024,SO59884,CUST 19978,Chennai,Tamil Nadu,South,Office Supplies,Bag,425,18,6885,2
03-09-2024,SO59902,CUST 11460,Guntur,Andhra Pradesh,South,Furniture,Chairs,7287,6,39350,3
03-09-2024,SO59857,CUST 14176,Chennai,Tamil Nadu,South,Office Supplies,Paper,816,20,14688,3
03-09-2024,SO59885,CUST 22575,Mangalore,Karnataka,South,Office Supplies,Paper,311,20,5598,1
03-09-2024,SO59885,CUST 22575,Mangalore,Karnataka,South,Office Supplies,Envelopes,465,15,6278,5
03-09-2024,SO59875,CUST 13898,Mumbai,Maharashtra,West,Office Supplies,Bag,277,10,2493,4
03-09-2024,SO59875,CUST 13898,Vadodara,Gujarat,West,Technology,Computer,13019,2,23434,1
03-09-2024,SO59875,CUST 13898,Thane,Maharashtra,West,Technology,Computer,11957,2,21523,3
03-09-2024,SO59874,CUST 19542,Thane,Maharashtra,West,Technology,Computer,11744,1,10570,2
03-09-2024,SO59874,CUST 19542,Thane,Maharashtra,West,Office Supplies,Bag,138,16,1987,2
03-09-2024,SO59898,CUST 17271,Nasik,Maharashtra,West,Office Supplies,Paper,278,15,3753,3
03-09-2024,SO59898,CUST 17271,Nasik,Maharashtra,West,Office Supplies,Bag,262,17,4009,2
03-09-2024,SO59836,CUST 13585,Mumbai,Maharashtra,West,Furniture,Chairs,6166,5,27747,1
03-09-2024,SO59836,CUST 13585,Mumbai,Maharashtra,West,Office Supplies,Paper,475,20,8550,4
03-09-2024,SO59839,CUST 12232,New Delhi,Delhi,North,Office Supplies,Bag,540,16,7776,5
03-09-2024,SO59839,CUST 12232,Bangalore,Karnataka,South,Office Supplies,Bag,382,10,3438,4
03-09-2024,SO59851,CUST 18112,Pune,Maharashtra,West,Technology,Computer,12028,1,10825,5
03-09-2024,SO59851,CUST 18112,Pune,Maharashtra,West,Technology,Computer,11637,1,10473,2
03-09-2024,SO59856,CUST 22264,Pune,Maharashtra,West,Technology,Computer,12957,1,11661,4
03-09-2024,SO59872,CUST 17149,Agra,Uttar Pradesh,Middle,Technology,Machines,11404,1,10264,2
03-09-2024,SO59859,CUST 17745,Gorakhpur,Haryana,North,Technology,Machines,11134,1,10021,4
03-09-2024,SO59833,CUST 12266,Kolkata,West Bengal,East,Furniture,Chairs,7946,4,28606,3
03-09-2024,SO59901,CUST 17079,Faridabad,Haryana,North,Furniture,Chairs,7632,5,34344,1
03-09-2024,SO59865,CUST 22681,Warangal,Telangana,South,Technology,Machines,11010,1,9909,2
03-09-2024,SO59865,CUST 22681,Mumbai,Maharashtra,West,Technology,Computer,13951,1,12556,4
03-09-2024,SO59865,CUST 22681,Gorakhpur,Haryana,North,Office Supplies,Paper,232,15,3132,5
03-09-2024,SO59865,CUST 22681,Kanpur,Uttar Pradesh,Middle,Technology,Computer,10767,1,9690,1
03-09-2024,SO59892,CUST 25426,Kanpur,Uttar Pradesh,Middle,Office Supplies,Paper,344,12,3715,4
03-09-2024,SO59892,CUST 25426,Kanpur,Uttar Pradesh,Middle,Furniture,Chairs,6314,5,28413,2
03-09-2024,SO59895,CUST 23155,Kota,Chhattisgarh,Middle,Office Supplies,Envelopes,899,18,14564,1
03-09-2024,SO59890,CUST 25286,Mumbai,Maharashtra,West,Furniture,Chairs,7826,5,35217,3
03-09-2024,SO59941,CUST 16463,Jaipur,Rajasthan,West,Technology,Machines,12071,1,10864,1
04-09-2024,SO59961,CUST 16526,New Delhi,Delhi,North,Furniture,Chairs,6512,5,29304,1
04-09-2024,SO59957,CUST 13438,Ahmedabad,Gujarat,West,Technology,Computer,14289,1,12860,3
04-09-2024,SO59960,CUST 17285,Ajmer,Rajasthan,West,Furniture,Tables,6751,4,24304,4
04-09-2024,SO59960,CUST 17285,Agra,Uttar Pradesh,Middle,Office Supplies,Paper,360,13,4212,4
04-09-2024,SO59960,CUST 17285,Agra,Uttar Pradesh,Middle,Furniture,Chairs,6369,4,22928,4
04-09-2024,SO59960,CUST 17285,Agra,Uttar Pradesh,Middle,Technology,Computer,12434,2,22381,4
04-09-2024,SO59912,CUST 18445,Gorakhpur,Haryana,North,Office Supplies,Paper,216,12,2333,1
04-09-2024,SO59954,CUST 14357,Chennai,Tamil Nadu,South,Technology,Computer,12372,2,22270,3
04-09-2024,SO59954,CUST 14357,Chennai,Tamil Nadu,South,Furniture,Chairs,5513,4,19847,5
04-09-2024,SO59954,CUST 14357,Srinagar,Jammu and Kashmir,North,Office Supplies,Paper,631,10,5679,5
04-09-2024,SO59940,CUST 15636,Srinagar,Jammu and Kashmir,North,Office Supplies,Bag,394,13,4610,1
04-09-2024,SO59940,CUST 15636,Nagpur,Maharashtra,West,Technology,Computer,13341,1,12007,5
04-09-2024,SO59940,CUST 15636,Nagpur,Maharashtra,West,Technology,Computer,14553,1,13098,4
04-09-2024,SO59967,CUST 12122,Surat,Gujarat,West,Office Supplies,Envelopes,968,11,9583,2
04-09-2024,SO59916,CUST 15829,Surat,Gujarat,West,Furniture,Chairs,5116,5,23022,1
04-09-2024,SO59916,CUST 15829,Surat,Gujarat,West,Office Supplies,Envelopes,616,20,11088,3
04-09-2024,SO59964,CUST 22412,Pune,Maharashtra,West,Furniture,Tables,5607,6,30278,3
04-09-2024,SO59964,CUST 22412,Pune,Maharashtra,West,Office Supplies,Bag,301,13,3522,2
04-09-2024,SO59978,CUST 26944,Coimbatore,Tamil Nadu,South,Office Supplies,Bag,419,11,4148,1
04-09-2024,SO59978,CUST 26944,New Delhi,Delhi,North,Office Supplies,Bag,715,19,12227,1
04-09-2024,SO59955,CUST 14253,New Delhi,Delhi,North,Furniture,Chairs,5868,4,21125,4
04-09-2024,SO59955,CUST 14253,Hyderabad,Telangana,South,Technology,Computer,11898,1,10708,3
04-09-2024,SO59963,CUST 17370,New Delhi,Delhi,North,Technology,Computer,11251,1,10126,2
04-09-2024,SO59915,CUST 27718,Warangal,Telangana,South,Office Supplies,Bag,345,18,5589,4
04-09-2024,SO59943,CUST 21519,Agra,Uttar Pradesh,Middle,Technology,Computer,12094,1,10885,1
04-09-2024,SO59943,CUST 21519,Agra,Uttar Pradesh,Middle,Office Supplies,Envelopes,630,13,7371,2
04-09-2024,SO59943,CUST 21519,Chennai,Tamil Nadu,South,Office Supplies,Envelopes,432,17,6610,4
04-09-2024,SO59956,CUST 13429,Bhopal,Madhya Pradesh,Middle,Furniture,Chairs,5361,4,19300,2
04-09-2024,SO59975,CUST 23938,New Delhi,Delhi,North,Technology,Machines,14974,2,26953,1
04-09-2024,SO59929,CUST 11641,New Delhi,Delhi,North,Technology,Machines,14515,2,26127,3
04-09-2024,SO59919,CUST 19597,New Delhi,Delhi,North,Office Supplies,Paper,806,18,13057,4
04-09-2024,SO59979,CUST 15675,New Delhi,Delhi,North,Technology,Computer,11872,1,10685,1
04-09-2024,SO59979,CUST 15675,New Delhi,Delhi,North,Furniture,Tables,5490,3,14823,5
04-09-2024,SO59972,CUST 20044,New Delhi,Delhi,North,Office Supplies,Envelopes,774,11,7663,4
04-09-2024,SO59982,CUST 13975,Bangalore,Karnataka,South,Technology,Computer,11920,2,21456,4
04-09-2024,SO59953,CUST 14255,Agra,Uttar Pradesh,Middle,Furniture,Chairs,7894,6,42628,4
04-09-2024,SO59953,CUST 14255,Nellore,Andhra Pradesh,South,Technology,Machines,14680,2,26424,2
04-09-2024,SO59937,CUST 22014,Pune,Maharashtra,West,Technology,Machines,14964,1,13468,4
04-09-2024,SO59936,CUST 14372,Pune,Maharashtra,West,Office Supplies,Envelopes,443,19,7575,4
04-09-2024,SO59977,CUST 26934,Indore,Madhya Pradesh,Middle,Furniture,Chairs,5343,3,14426,1
04-09-2024,SO59977,CUST 26934,Srinagar,Jammu and Kashmir,North,Office Supplies,Bag,453,13,5300,4
04-09-2024,SO59945,CUST 20177,Varanasi,Uttar Pradesh,Middle,Office Supplies,Envelopes,243,12,2624,3
04-09-2024,SO59981,CUST 14345,Agra,Uttar Pradesh,Middle,Office Supplies,Envelopes,817,13,9559,4
04-09-2024,SO59981,CUST 14345,Patna,Bihar,East,Office Supplies,Bag,590,10,5310,3
04-09-2024,SO59947,CUST 17759,Bangalore,Karnataka,South,Furniture,Chairs,5813,5,26159,4
04-09-2024,SO59921,CUST 20933,Raipur,Chhattisgarh,Middle,Office Supplies,Paper,628,19,10739,1
04-09-2024,SO59921,CUST 20933,Kanpur,Uttar Pradesh,Middle,Office Supplies,Bag,745,13,8717,1
04-09-2024,SO59908,CUST 17059,Faridabad,Haryana,North,Office Supplies,Paper,619,18,10028,5
04-09-2024,SO59908,CUST 17059,Hyderabad,Telangana,South,Furniture,Chairs,7536,5,33912,2
04-09-2024,SO59932,CUST 22369,Nasik,Maharashtra,West,Office Supplies,Bag,516,14,6502,4
04-09-2024,SO59976,CUST 26868,Patna,Bihar,East,Office Supplies,Bag,329,18,5330,2
04-09-2024,SO59950,CUST 14558,Kanpur,Uttar Pradesh,Middle,Office Supplies,Bag,195,11,1931,1
04-09-2024,SO59969,CUST 22216,Kanpur,Uttar Pradesh,Middle,Office Supplies,Bag,965,18,15633,1
04-09-2024,SO59917,CUST 22210,Guwahati,Assam,East,Office Supplies,Envelopes,947,13,11080,3
04-09-2024,SO59973,CUST 23930,Mumbai,Maharashtra,West,Office Supplies,Envelopes,570,15,7695,2
04-09-2024,SO59949,CUST 12201,Madurai,Tamil Nadu,South,Technology,Computer,13148,1,11833,4
04-09-2024,SO59951,CUST 13887,Kota,Chhattisgarh,Middle,Technology,Machines,12447,2,22405,2
04-09-2024,SO59925,CUST 11506,Jaipur,Rajasthan,West,Office Supplies,Bag,613,13,7172,2
04-09-2024,SO59925,CUST 11506,Jaipur,Rajasthan,West,Office Supplies,Envelopes,112,11,1109,4
04-09-2024,SO59925,CUST 11506,Kanpur,Uttar Pradesh,Middle,Office Supplies,Paper,426,11,4217,2
04-09-2024,SO59939,CUST 13901,Surat,Gujarat,West,Furniture,Chairs,5643,3,15236,2
04-09-2024,SO59905,CUST 12855,Kolkata,West Bengal,East,Office Supplies,Envelopes,169,20,3042,2
04-09-2024,SO59905,CUST 12855,Chennai,Tamil Nadu,South,Office Supplies,Paper,130,11,1287,4
04-09-2024,SO59911,CUST 21977,Srinagar,Jammu and Kashmir,North,Furniture,Chairs,7955,3,21479,1
04-09-2024,SO59942,CUST 23942,New Delhi,Delhi,North,Furniture,Tables,6088,3,16438,4
04-09-2024,SO59948,CUST 27157,New Delhi,Delhi,North,Office Supplies,Paper,769,14,9689,2
04-09-2024,SO59948,CUST 27157,Gorakhpur,Haryana,North,Office Supplies,Paper,458,14,5771,1
04-09-2024,SO59980,CUST 28755,Agra,Uttar Pradesh,Middle,Furniture,Chairs,7819,6,42223,3
04-09-2024,SO59930,CUST 26124,Kota,Chhattisgarh,Middle,Technology,Computer,13316,2,23969,5
04-09-2024,SO59958,CUST 26953,Thane,Maharashtra,West,Office Supplies,Envelopes,152,10,1368,3
04-09-2024,SO59970,CUST 23177,Thane,Maharashtra,West,Technology,Machines,10619,2,19114,5
04-09-2024,SO59935,CUST 15392,Thane,Maharashtra,West,Furniture,Chairs,6628,4,23861,3
04-09-2024,SO59935,CUST 15392,Pune,Maharashtra,West,Technology,Computer,10003,1,9003,4
04-09-2024,SO59966,CUST 29032,Indore,Madhya Pradesh,Middle,Office Supplies,Envelopes,450,18,7290,5
04-09-2024,SO59971,CUST 16995,Indore,Madhya Pradesh,Middle,Office Supplies,Paper,976,20,17568,2
04-09-2024,SO59962,CUST 22576,Bhopal,Madhya Pradesh,Middle,Office Supplies,Envelopes,353,16,5083,4
04-09-2024,SO59920,CUST 17251,Mumbai,Maharashtra,West,Office Supplies,Envelopes,938,18,15196,1
04-09-2024,SO59904,CUST 14425,Bangalore,Karnataka,South,Furniture,Chairs,7806,4,28102,3
04-09-2024,SO59986,CUST 12650,Mumbai,Maharashtra,West,Furniture,Chairs,6527,5,29372,2
04-09-2024,SO59986,CUST 12650,Mumbai,Maharashtra,West,Technology,Computer,14565,1,13109,5
04-09-2024,SO59986,CUST 12650,Mumbai,Maharashtra,West,Office Supplies,Bag,292,10,2628,1
04-09-2024,SO59986,CUST 12650,Korba,Chhattisgarh,Middle,Furniture,Chairs,7097,3,19162,5
04-09-2024,SO60025,CUST 19601,Korba,Chhattisgarh,Middle,Furniture,Chairs,6330,4,22788,5
04-09-2024,SO60035,CUST 20207,Hyderabad,Telangana,South,Furniture,Chairs,6719,4,24188,3
04-09-2024,SO60033,CUST 21315,Pune,Maharashtra,West,Furniture,Chairs,5291,6,28571,3
04-09-2024,SO60000,CUST 15377,Bangalore,Karnataka,South,Technology,Machines,10705,1,9635,3
04-09-2024,SO60034,CUST 20205,Kolkata,West Bengal,East,Technology,Machines,10649,2,19168,2
04-09-2024,SO60034,CUST 20205,New Delhi,Delhi,North,Technology,Computer,14820,1,13338,2
04-09-2024,SO60034,CUST 20205,New Delhi,Delhi,North,Technology,Computer,12503,1,11253,2
04-09-2024,SO60040,CUST 22423,Korba,Chhattisgarh,Middle,Technology,Computer,13141,2,23654,4
04-09-2024,SO60003,CUST 19861,Korba,Chhattisgarh,Middle,Furniture,Chairs,6148,3,16600,3
04-09-2024,SO60041,CUST 24198,Pune,Maharashtra,West,Furniture,Chairs,5232,6,28253,5
04-09-2024,SO60041,CUST 24198,Pune,Maharashtra,West,Office Supplies,Paper,850,10,7650,5
04-09-2024,SO59987,CUST 13606,Pune,Maharashtra,West,Office Supplies,Bag,334,16,4810,4
04-09-2024,SO60026,CUST 13089,Pune,Maharashtra,West,Office Supplies,Paper,555,17,8492,5
04-09-2024,SO60026,CUST 13089,Gaya,Bihar,East,Furniture,Chairs,5428,5,24426,5
04-09-2024,SO60043,CUST 11452,Mumbai,Maharashtra,West,Office Supplies,Envelopes,949,20,17082,5
04-09-2024,SO60039,CUST 26876,Gorakhpur,Haryana,North,Office Supplies,Envelopes,404,18,6545,5
04-09-2024,SO60039,CUST 26876,Bhilai,Chhattisgarh,Middle,Office Supplies,Envelopes,842,16,12125,1
04-09-2024,SO59992,CUST 21034,Gorakhpur,Haryana,North,Furniture,Chairs,5964,6,32206,4
04-09-2024,SO60029,CUST 23143,Cuttack,Odisha,East,Technology,Machines,13507,1,12156,5
04-09-2024,SO60029,CUST 23143,Cuttack,Odisha,East,Office Supplies,Paper,528,18,8554,1
04-09-2024,SO60020,CUST 13443,Warangal,Telangana,South,Furniture,Chairs,7505,6,40527,1
04-09-2024,SO60020,CUST 13443,Mumbai,Maharashtra,West,Furniture,Tables,7735,5,34808,4
04-09-2024,SO60013,CUST 29387,Ranchi,Jharkhand,East,Furniture,Chairs,7892,4,28411,2
04-09-2024,SO60036,CUST 17023,Bikaner,Rajasthan,West,Furniture,Chairs,7026,4,25294,5
04-09-2024,SO60018,CUST 14289,Nagpur,Maharashtra,West,Office Supplies,Bag,341,10,3069,2
04-09-2024,SO60018,CUST 14289,Bangalore,Karnataka,South,Furniture,Chairs,7876,3,21265,1
04-09-2024,SO60018,CUST 14289,Bangalore,Karnataka,South,Technology,Computer,10742,2,19336,3
04-09-2024,SO60014,CUST 16437,Bangalore,Karnataka,South,Technology,Computer,12205,1,10985,2
04-09-2024,SO59990,CUST 25810,Mangalore,Karnataka,South,Furniture,Chairs,7778,3,21001,2
04-09-2024,SO59990,CUST 25810,Mysore,Karnataka,South,Office Supplies,Bag,197,12,2128,5
04-09-2024,SO60031,CUST 20372,Mysore,Karnataka,South,Office Supplies,Bag,642,18,10400,5
04-09-2024,SO60031,CUST 20372,Mumbai,Maharashtra,West,Furniture,Chairs,5886,3,15892,4
04-09-2024,SO60031,CUST 20372,Ahmedabad,Gujarat,West,Office Supplies,Paper,297,10,2673,5
04-09-2024,SO60002,CUST 23691,Hyderabad,Telangana,South,Furniture,Chairs,7423,4,26723,3
04-09-2024,SO60001,CUST 22166,Hyderabad,Telangana,South,Office Supplies,Paper,724,17,11077,4
04-09-2024,SO60038,CUST 22638,Nagpur,Maharashtra,West,Furniture,Chairs,5097,3,13762,1
04-09-2024,SO59988,CUST 18310,Ahmedabad,Gujarat,West,Office Supplies,Bag,996,16,14342,5
04-09-2024,SO60009,CUST 13488,Ahmedabad,Gujarat,West,Technology,Computer,11023,2,19841,1
04-09-2024,SO60009,CUST 13488,Chennai,Tamil Nadu,South,Technology,Computer,11281,1,10153,3
04-09-2024,SO59993,CUST 24582,Chennai,Tamil Nadu,South,Office Supplies,Paper,195,13,2282,4
04-09-2024,SO59984,CUST 11599,Bangalore,Karnataka,South,Office Supplies,Paper,950,14,11970,5
04-09-2024,SO59984,CUST 11599,Patna,Bihar,East,Office Supplies,Paper,996,11,9860,2
04-09-2024,SO59984,CUST 11599,Nagpur,Maharashtra,West,Office Supplies,Paper,556,13,6505,4
04-09-2024,SO60022,CUST 28421,Hyderabad,Telangana,South,Office Supplies,Paper,133,14,1676,2
